Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Depth (cm),Diameter (cm),Height (cm),Length (cm),Width (cm)
Vase,"Louis Comfort Tiffany, Tiffany Studios, New York, NY","5876, 8999","American, 1848�1933",American ,(1848) (0),(1933) (0),Male ,c. 1900,Favrile glass,"16 1/4 x 6"" (41.2 x 15.2 cm)",Phyllis B. Lambert Fund,90.1957,Design,Architecture & Design,15/05/1957,Y,2072,http://www.moma.org/collection/works/2072,http://www.moma.org/media/W1siZiIsIjIyODA3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1857b0d54986cc1d,,15.2,41.2,,
Old-fashioned Glass,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,Before 1946,Glass,"3 1/4 x 3 1/16"" (8.2 x 7.8 cm)",Purchase,91.1946,Design,Architecture & Design,07/05/1946,Y,2073,http://www.moma.org/collection/works/2073,http://www.moma.org/media/W1siZiIsIjIxMDIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef2d169c7ccba586,,7.7788,8.2,,
Forks and Spoons,A. H. Staf,5587,American,American,0,0,,Before 1934,Sterling silver,".1-.2 (forks): 15/16 x 7 1/16"" (2.4 x 17.9 cm)
.3-.4 (spoons): 1 1/2 x 7"" (3.8 x 17.8 cm)",Gift of the manufacturer,91.1948.1-4,Design,Architecture & Design,17/03/1948,Y,2074,http://www.moma.org/collection/works/2074,http://www.moma.org/media/W1siZiIsIjIyODA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92518e9e44a393ce,,,,17.9388,2.3813
Bud Vase,Johann Loetz,7445,"American, 1848�1933",American,1848-01-01T00:00:00Z,1933-01-01T00:00:00Z,Male,c. 1900,Favrile glass,"8 7/8 x 4 1/4"" (22.5 x 10.8 cm)",Phyllis B. Lambert Fund,91.1957,Design,Architecture & Design,15/05/1957,Y,2075,http://www.moma.org/collection/works/2075,http://www.moma.org/media/W1siZiIsIjIxMDIzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d4f968a155bd7678,,10.8,22.5425,,
Mixing Bowl,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,1942,Glass,"4 1/4 x 6 3/8"" (10.8 x 16.2 cm)",Purchase,93.1946,Design,Architecture & Design,07/05/1946,Y,2079,http://www.moma.org/collection/works/2079,http://www.moma.org/media/W1siZiIsIjIyODA4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e48b3f030d11cde3,,16.1925,10.8,,
Ashtray,Karl Hagenauer,2448,"Austrian, 1898�1956",Austrian,1898-01-01T00:00:00Z,1956-01-01T00:00:00Z,Male,1946,Oxidized brass bowl and polished brass top,"1/2 x 4 1/8"" (1.3 x 10.5 cm)","Gift of Rena Rosenthal, Inc.",93.1948.a-b,Design,Architecture & Design,17/03/1948,Y,2080,http://www.moma.org/collection/works/2080,http://www.moma.org/media/W1siZiIsIjIyODA4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71fcccc351ace44d,,10.5,1.3,,
Lighting Fixture,Harry Handler,2487,American,American,0,0,Male,c. 1946,Aluminum with chrome-plated steel stem,"Overall: l. 28 1/4"" (71.7 cm), diam. 5 5/8"" (14.3 cm)",Gift of the manufacturer,94.1948.a-b,Design,Architecture & Design,17/03/1948,N,2083,,,,14.3,,71.7,
Harvalloy Three Quart Covered Sauce Pan,"Harvill Corp., Los Angeles, CA",9609,,American,0,0,,c. 1947,Aluminum,"6 1/4 x 9 15/16"" (15.9 x 25.2 cm)",Gift of Lewis & Conger,95.1948.a-b,Design,Architecture & Design,17/03/1948,Y,2084,http://www.moma.org/collection/works/2084,http://www.moma.org/media/W1siZiIsIjIyODA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a0048a30b8aa9f67,,25.24130048,15.875,,
Bottle Opener,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,1946,Metal,"5 1/4 x 2 1/2"" (13.3 x 6.4 cm)","Gift of Edgar Kaufmann, Jr.",96.1946,Design,Architecture & Design,07/05/1946,Y,2086,http://www.moma.org/collection/works/2086,http://www.moma.org/media/W1siZiIsIjIxMDI1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc65214ce429967a,,,,13.3,6.35
"""Aluma-Stack"" Stacking Chair",Jack Heaney,2562,American,American,0,0,Male,c. 1947,Painted aluminum frame and canvas seat,"30 1/4 x 16 1/2 x 16 7/8"" (76.8 x 41.9 x 42.9 cm)","Gift of Treitel-Gratz Co., Inc.",96.1948,Design,Architecture & Design,17/03/1948,Y,2087,http://www.moma.org/collection/works/2087,http://www.moma.org/media/W1siZiIsIjIxMDI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=975688cb40fdb56a,42.8626,,76.8352,,41.9
"Lighting Fixture for the Finnish Pavilion, New York World's Fair",Alvar Aalto,34,"Finnish, 1898�1976",Finnish,1898-01-01T00:00:00Z,1976-01-01T00:00:00Z,Male,1938�1939,Painted steel,"33"" (83.8 cm), shade diam. 14 1/8"" (35.9 cm)","Gift of the Finnish Commission, New York World's Fair, 1939-40",97.1943,Design,Architecture & Design,12/05/1943,Y,2089,http://www.moma.org/collection/works/2089,,,35.9,83.8,,
Presto Cheese Slicer,John R. Carroll,45346,,,0,0,,c. 1944,Cast aluminum and steel wire,"4 1/2 x 3 3/4"" (11.4 x 9.5 cm)","Gift of Edgar Kaufmann, Jr.",97.1946,Design,Architecture & Design,07/05/1946,Y,2090,http://www.moma.org/collection/works/2090,http://www.moma.org/media/W1siZiIsIjIwODE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec87e0a417ee06f4,,,11.4,,9.5
"Lighting Fixture for the Finnish Pavilion, New York World's Fair",Alvar Aalto,34,"Finnish, 1898�1976",Finnish,1898-01-01T00:00:00Z,1976-01-01T00:00:00Z,Male,1938-39,Painted metal,"shaft: 19"" (48.2 cm), shade diam. 10"" (25.4 cm)","Gift of the Finnish Commission, New York World's Fair, 1939-40",98.1943,Design,Architecture & Design,12/05/1943,N,2093,,,,25.4,48.2,,
Plate,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,Unknown,Glass,"diam. 8 1/8"" (20.6 cm)","Gift of Edgar Kaufmann, Jr.",98.1946,Design,Architecture & Design,07/05/1946,Y,2094,http://www.moma.org/collection/works/2094,http://www.moma.org/media/W1siZiIsIjIxMDI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96f0ebac0ddda49c,,20.6375,,,
MR Side Chair,Ludwig Mies van der Rohe,7166,"American, born Germany. 1886�1969",American,1886-01-01T00:00:00Z,1969-01-01T00:00:00Z,Male,1927,Chrome-plated tubular steel and cane,"30 3/4 x 18 5/8 x 25 3/4"" (78.1 x 47.3 x 65.4 cm)","Gift of Alfred H. Barr, Jr.",99.1943,Design,Architecture & Design,12/05/1943,Y,2097,http://www.moma.org/collection/works/2097,http://www.moma.org/media/W1siZiIsIjIxMDI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0be258fa0e9686d7,65.4051,,78.1052,,47.3076
Streamliner Meat Slicer (model 410),"Egmont Arens, Theodore C. Brookhart","214, 8665","American, 1888�1966 American, 1898�1942",American American,(1888) (1898),(1966) (1942),Male,c. 1940,"Aluminum, steel, and rubber","13 x 20 1/4 x 17"" (33 x 51.4 x 43.2 cm)",Gift of Eric Brill in memory of Abbie Hoffman,99.1989,Design,Architecture & Design,16/05/1989,Y,2101,http://www.moma.org/collection/works/2101,http://www.moma.org/media/W1siZiIsIjIxMDI2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d0bc81894d72d6b,43.1801,,33.0201,,51.4351
Cigarette Box,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,Unknown,Karelian birchwood,"1 15/16 x 6 3/4 x 3 5/8"" (4.9 x 17.2 x 9.2 cm)",Gift of Pennsylvania Drug Co.,100.1946,Design,Architecture & Design,07/05/1946,Y,2102,http://www.moma.org/collection/works/2102,http://www.moma.org/media/W1siZiIsIjIyNzkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=542a94b58151c40b,9.2,,4.9,,17.2
Lifetime Ware,Jon Hedu,2571,"American, 1914�1995",American,1914-01-01T00:00:00Z,1995-01-01T00:00:00Z,Male,c. 1940,Melamine,".1 (dinner plate): diam. 10"" (25.4 cm)
.2 (luncheon plate): diam. 8"" (20.3 cm)
.3 (butter plate): diam. 6 3/8"" (16.2 cm)
.4 (fruit saucer): h. 1/14"" (3.2 cm), diam. 5 1/2"" (14 cm)
.5 (cereal bowl): h. 2"" (5.1 cm), diam. 4 7/8"" (12.4 cm)
.6a (cup): h. 2 5/16"" (5.9 cm), diam. 3 3/4"" (9.5 cm)
.6b (saucer): diam. 6 3/8"" (16.2 cm)",Gift of George E. Weigl Co.,100.1948.1-6,Design,Architecture & Design,17/03/1948,Y,2103,http://www.moma.org/collection/works/2103,http://www.moma.org/media/W1siZiIsIjIyNzkxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96e9f3a10c31e0ba,,25.4,,,
Vase,Louis Comfort Tiffany,5876,"American, 1848�1933",American,1848-01-01T00:00:00Z,1933-01-01T00:00:00Z,Male,c. 1900,Favrile glass,"9 1/4 x 3 1/4"" (23.5 x 8.2 cm)",Phyllis B. Lambert Fund,100.1957,Design,Architecture & Design,15/05/1957,Y,2104,http://www.moma.org/collection/works/2104,http://www.moma.org/media/W1siZiIsIjE4MTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=554fc77ed7dd3af3,,8.2,23.5,,
Portable Solar Lantern (model SL 48),Hedda Beese,436,"German, born 1944",German,1944-01-01T00:00:00Z,0,Female,1985,"Polycarbonate, silicon, and stainless steel","13 3/4 x 22 1/4 x 3 1/2"" (35 x 56.5 x 8.9 cm)",Emilio Ambasz Fund,100.1989,Design,Architecture & Design,16/05/1989,Y,2106,http://www.moma.org/collection/works/2106,http://www.moma.org/media/W1siZiIsIjIyNzkxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8c5cdd1e4f3c5c2c,8.89,,35,,56.5
Forte Rosso Bench,Mario Bellini,451,"Italian, born 1935",Italian,1935-01-01T00:00:00Z,0,Male,1985,Sandstone,"22 1/6 x 89 3/4 x 39 3/8"" (56 x 228 x 100 cm)",Architecture & Design Purchase Fund,101.1989,Design,Architecture & Design,16/05/1989,Y,2109,http://www.moma.org/collection/works/2109,,100,,56,,228
Stag Hunting Bow,"Albin J. Herek, Philip V. Leivo","2607, 3471",American American,American American,(0) (0),(0) (0),Male,c.1946,"Painted magnesium alloy, wood, and leather","l. 66"" (167.6 cm)",Gift of the manufacturer,102.1948,Design,Architecture & Design,17/03/1948,N,2110,,,,,,167.6,
Folding Headphones,Luigi Colani,1180,"German, born 1928",German,1928-01-01T00:00:00Z,0,Male,1986,"Plastic, metal, and gold-plate","Opened: 6 x 6 1/2 x 1 1/2"" (15.2 x 16.5 x 3.8 cm); closed: 4 1/4 x 2 1/4 x 1 1/2"" (11.4 x 5.7 x 3.8 cm)",Gift of the manufacturer,102.1989.1-2,Design,Architecture & Design,16/05/1989,N,2112,,,3.81,,15.24,,16.5
Ladle,"G.M. Thurnauer Co., Czechoslovakia",9629,,Czech,0,0,,1918-1942,Chrome-plated metal,"11 1/2 x 3 7/16"" (29.2 x 8.7 cm)","Gift of G. M. Thurnauer Co., Inc.",103.1946,Design,Architecture & Design,07/05/1946,Y,2113,http://www.moma.org/collection/works/2113,,,,,29.2,8.7
Stag Hunting Bow,"Albin J. Herek, Philip V. Leivo","2607, 3471",American American,American American,(0) (0),(0) (0),Male,c.1946,"Painted magnesium alloy, wood, and leather",l. 66 (167.6 cm),Gift of the manufacturer,103.1948,Design,Architecture & Design,17/03/1948,N,2114,,,,,,167.6,
Study for a Glider Nose,"Charles Eames, Gregory Ain, Harry Bertoia, Norman Bruns, Ray Eames, Marion Overby","1671, 88, 531, 832, 1672, 4453","American, 1907�1978 American, 1908�1988 American, born Italy. 1915�1978 American, 1921�2005 American, 1912�1988 American, born 1909",American American American American American American,(1907) (1908) (1915) (1921) (1912) (1909),(1978) (1988) (1978) (2005) (1988) (0),Male ,1943,Molded basswood plywood,"125 1/2 x 80 x 31 1/2"" (318.8 x 203.2 x 80 cm)",Gift of Lucia Eames Demetrios and purchase,103.1989,Design,Architecture & Design,16/05/1989,Y,2116,http://www.moma.org/collection/works/2116,http://www.moma.org/media/W1siZiIsIjM0MDIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a80906cff52eb149,80,,318.7706,,203.2004
Inkstand,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,c. 1900,Copper-plated brass,"2 x 8 3/4"" (5.1 x 22.2 cm)",Phyllis B. Lambert Fund,104.1957.a-b,Design,Architecture & Design,15/05/1957,Y,2118,http://www.moma.org/collection/works/2118,http://www.moma.org/media/W1siZiIsIjIyNzkzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4703aa4ad6c77524,,,5.08,,22.225
Salad Serving Set,Carl Aub�ck,238,"Austrian, 1924�1993",Austrian,1924-01-01T00:00:00Z,1993-01-01T00:00:00Z,Male,1967,Stainless steel,".a (fork): 9 3/8 x 1 5/8"" (23.8 x 4.1 cm)
.b (spoon): 9 1/2 x 2"" (24.1 x 5.1 cm)",Purchase,104.1968.a-b,Design,Architecture & Design,07/03/1968,Y,2119,http://www.moma.org/collection/works/2119,http://www.moma.org/media/W1siZiIsIjIyNzkzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b62c615d0222714,,,,23.8,4.1
Wind MIDI Controller (model WX7),Yasuhiro Kira,3112,"Japanese, born 1947",Japanese,1947-01-01T00:00:00Z,0,Male,1986,ABS and acrylic plastic and aluminum,"21 1/2 x 2 3/4 x 2"" (54.6 x 7 x 5.1 cm)",Gift of the manufacturer,104.1989,Design,Architecture & Design,16/05/1989,Y,2121,http://www.moma.org/collection/works/2121,http://www.moma.org/media/W1siZiIsIjIxMDI3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71a5a8364a06c8fd,5.1,,54.6,,7
Crinkled Sheer Fabric,Junichi Arai,7044,"Japanese, born 1932",Japanese,1932-01-01T00:00:00Z,0,Male,c. 1995,Polyester and nylon,"240 x 32""  (609.6 x 81.3 cm)",Gift of the designer,104.1996,Design,Architecture & Design,09/04/1996,Y,2122,http://www.moma.org/collection/works/2122,http://www.moma.org/media/W1siZiIsIjIxMDI3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=489684b0b91000b1,,,,609.6,81.2802
Inkstand,"Liberty & Co., Ltd., London",9678,"English, established 1875",,1875-01-01T00:00:00Z,0,,c. 1903-04,Pewter and enameled copper decoration,"3 1/2 x 6 x 6"" (8.9 x 15.2 x 15.2 cm)",Purchase Fund,105.1957,Design,Architecture & Design,15/05/1957,Y,2124,http://www.moma.org/collection/works/2124,http://www.moma.org/media/W1siZiIsIjIyNzkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0465835f8d1340e9,15.24,,8.89,,15.24
Carving Set,Carl Aub�ck,238,"Austrian, 1924�1993",Austrian,1924-01-01T00:00:00Z,1993-01-01T00:00:00Z,Male,1967,Stainless steel and plastic,".a (knife): 12 3/8 x 2 3/16"" (31.4 x 5.6 cm)
.b (fork): 12 1/16 x 1 1/8"" (30.6 x 2.8 cm)",Purchase,105.1968.a-b,Design,Architecture & Design,07/03/1968,Y,2125,http://www.moma.org/collection/works/2125,http://www.moma.org/media/W1siZiIsIjIxMDI3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4057cd3863511d38,,,,31.4,5.6
How High the Moon Armchair,Shiro Kuramata,7210,"Japanese, 1934�1991",Japanese,1934-01-01T00:00:00Z,1991-01-01T00:00:00Z,Male,1986,Nickel-plated steel mesh,"28 1/2 x 37 3/8 x 32 3/4"" (72.4 x 95 x 83.2 cm), seat h. 13 3/4"" (35 cm)","Gift of the Vitra Design Foundation, Switzerland",105.1989,Design,Architecture & Design,16/05/1989,Y,2127,http://www.moma.org/collection/works/2127,http://www.moma.org/media/W1siZiIsIjIxMDI3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4eb83c1e55efa2e8,83.2,,72.4,,95
Crinkled Metallic Fabric,Junichi Arai,7044,"Japanese, born 1932",Japanese,1932-01-01T00:00:00Z,0,Male,c. 1995,Polyester and aluminum split yarn,"170 x 34""  (431.8 x 86.3 cm)",Gift of the designer,105.1996,Design,Architecture & Design,09/04/1996,Y,2128,http://www.moma.org/collection/works/2128,http://www.moma.org/media/W1siZiIsIjMzNzA4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=29dce682187bc7fd,,,,431.8009,86.3
Cup and Saucer,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,Before 1946,Pottery,,Gift of Monroe Wheeler,106.1946.a-b,Design,Architecture & Design,07/05/1946,N,2129,,,,,,,
The Patrician Stemware Service (no. 238),Josef Hoffmann,2694,"Austrian, 1870�1956",Austrian,1870-01-01T00:00:00Z,1956-01-01T00:00:00Z,Male,1920,Hand-blown crystal,".1 (Rhine wine glass): 7 1/8 x 3 3/8"" (18.1 x 8.6 cm)
.3 (sherry glass): 5 5/16 x 2 3/4"" (13.5 x 7 cm)
.4 (cordial glass): 4 15/16 x 2 1/2"" (12.5 x 6.4 cm)
.5 (champagne glass): 6 3/8 x 4 1/4"" (16.2 x 10.8 cm)
.6 (water goblet): 5 3/8 x 3 1/2"" (13.7 x 8.9 cm)
.7 (finger bowl): 3 5/8 x 4 7/8"" (9.2 x 12.4 cm)
.8 (ice cream cup): 3 x 4 1/8"" (7.6 x 10.5 cm)","Gift of A. J. Van Dugteren & Sons, Inc.",106.1948.1-9,Design,Architecture & Design,17/03/1948,Y,2130,http://www.moma.org/collection/works/2130,http://www.moma.org/media/W1siZiIsIjIyNzk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b0a478e41879135b,,8.6,18.1,,
Hairbrush and Clothes Brush,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,c. 1900,Sterling silver,".1 (hairbrush): 8 1/2 x 2 1/2"" (21.6 x 6.4 cm)
.2 (clothes brush): 1 3/8 x 5"" (3.5 x 12.7 cm)",Purchase Fund,106.1957.1-2,Design,Architecture & Design,15/05/1957,Y,2131,http://www.moma.org/collection/works/2131,http://www.moma.org/media/W1siZiIsIjIyNzk0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=856de0caadf81cbb,,,,21.6,6.4
Clothes Brush,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,c. 1900,Sterling silver,"1 3/8 x 5"" (3.5 x 12.7cm)",Phyllis B. Lambert Fund,106.1957.2,Design,Architecture & Design,15/05/1957,N,2132,,,,,,12.7,3.5
Lounge Chair,Marcel Breuer,769,"American, born Hungary. 1902�1981",American,1902-01-01T00:00:00Z,1981-01-01T00:00:00Z,Male,1932�1933,Aluminum and ash wood,"28 1/2 x 21 3/4 x 31"" (72.4 x 55.3 x 78.8 cm)",Gift of the designer,106.1976,Design,Architecture & Design,22/03/1976,Y,2134,http://www.moma.org/collection/works/2134,http://www.moma.org/media/W1siZiIsIjIyNzk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e5ad126d8845e3e0,78.8,,72.4,,55.3
VoicePoint Audio Teleconferencing Unit (model AEC-40),"NEC Design, Ltd.",4250,"Japan, est. 1971",Japanese,1971-01-01T00:00:00Z,0,,1988,Plastic casing,"2 1/2 x 9 1/2 x 11"" (6.3 x 24.2 x 28 cm)",Gift of the manufacturer,106.1989,Design,Architecture & Design,16/05/1986,Y,2135,http://www.moma.org/collection/works/2135,http://www.moma.org/media/W1siZiIsIjIyNzk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e54335d598c0cc40,28,,6.3,,24.2
Asimmetrico Drinking Glass,Joe Colombo,1196,"Italian, 1930�1971",Italian,1930-01-01T00:00:00Z,1971-01-01T00:00:00Z,Male,1964,Glass,"5 3/4 x 2 3/4"" (14.6 x 7 cm)",Gift of Rob Beyer,106.1996,Design,Architecture & Design,09/04/1996,Y,2136,http://www.moma.org/collection/works/2136,http://www.moma.org/media/W1siZiIsIjE5MTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f89b3caaf02e9ad0,,6.985,14.605,,
Footed Vase,Josef Hoffmann,2694,"Austrian, 1870�1956",Austrian,1870-01-01T00:00:00Z,1956-01-01T00:00:00Z,Male,c. 1920,Hand-blown iridescent glass,"4 13/16 x 4 7/8"" (12.3 x 12.4 cm)",Gift of Joseph Binder,107.1948,Design,Architecture & Design,17/03/1948,Y,2138,http://www.moma.org/collection/works/2138,http://www.moma.org/media/W1siZiIsIjE5MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=9439cc6c1199212b,,12.3825,12.3,,
Table,Isamu Noguchi,4324,"American, 1904�1988",American,1904-01-01T00:00:00Z,1988-01-01T00:00:00Z,Male,c. 1941,Laminated and carved avodire,"30 x 41 x 16"" (76.2 x 104.1 x 40.6 cm)","The Philip L. Goodwin Collection (gift of James L. Goodwin, Henry Sage Goodwin, and Richmond L. Brown)",107.1958,Design,Architecture & Design,29/10/1958,Y,2139,http://www.moma.org/collection/works/2139,http://www.moma.org/media/W1siZiIsIjE5MTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b618cf75452f8f9f,40.6401,,76.2002,,104.1402
Prayer Bench,Antoni Gaud�,2096,"Spanish, 1852�1926",Spanish,1852-01-01T00:00:00Z,1926-01-01T00:00:00Z,Male,1898-1914,Spanish oak and wrought iron,"32 5/8 x 44 1/2 x 26"" (82.9 x 113 x 66 cm), seat h. 16 5/8"" (42.2 cm)",Est�e and Joseph Lauder Design Fund,107.1976,Design,Architecture & Design,22/03/1976,Y,2141,http://www.moma.org/collection/works/2141,http://www.moma.org/media/W1siZiIsIjIyNzk1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0fd334db24603fc0,66,,82.9,,113
Letter Opener,Marcello Nizzoli,4316,"Italian, 1887�1969",Italian,1887-01-01T00:00:00Z,1969-01-01T00:00:00Z,Male,1960,Melamine resin,"8 5/8 x 1 3/4"" (21.9 x 4.4 cm)",Gift of the manufacturer,107.1989,Design,Architecture & Design,16/05/1986,Y,2142,http://www.moma.org/collection/works/2142,http://www.moma.org/media/W1siZiIsIjIxMDI4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12b88bcddb3b569f,,,,21.9075,4.445
Table,Edward William Godwin,7512,"British, 1833�1886",British,1833-01-01T00:00:00Z,1886-01-01T00:00:00Z,Male,c. 1875,Wood and brass,"28 3/4 x 40 x 40"" (73 x 101.6 x 101.6 cm)",Gift of Paul F. Walter,107.1996,Design,Architecture & Design,09/04/1996,Y,2143,http://www.moma.org/collection/works/2143,http://www.moma.org/media/W1siZiIsIjIxMDI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eed8dd43affb5258,101.6,,73,,101.6
Vase,Josef Hoffmann,2694,"Austrian, 1870�1956",Austrian,1870-01-01T00:00:00Z,1956-01-01T00:00:00Z,Male,c. 1920,Glass,"5 7/8 x 4 3/4"" (14.9 x 12.1 cm)",Gift of Joseph Binder,108.1948,Design,Architecture & Design,17/03/1948,Y,2145,http://www.moma.org/collection/works/2145,http://www.moma.org/media/W1siZiIsIjIxMDI4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8b73cac7b40d6e8,,12.06502413,14.9,,
Radio,Michael Rabinowitz,4780,British,British,0,0,Male,1946,Chrome-plated steel and plastic,"19 3/4 x 12 1/2"" (50.2 x 31.8 cm)",Department Purchase Fund,108.1989,Design,Architecture & Design,16/05/1986,Y,2148,http://www.moma.org/collection/works/2148,http://www.moma.org/media/W1siZiIsIjIxMDI4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=89c2f80d22af73bc,,31.8,50.2,,
Tablecloth,"Josef Hoffmann, Berthold L�ffler","2694, 3585","Austrian, 1870�1956 Austrian, 1874�1960",Austrian Austrian,(1870) (1874),(1956) (1960),Male,1905,Cotton,"52 1/2 x 53 1/2"" (133.4 x 135.9 cm)",Gift of Paul F. Walter,108.1996,Design,Architecture & Design,09/04/1996,Y,2149,http://www.moma.org/collection/works/2149,http://www.moma.org/media/W1siZiIsIjc3NDEzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d472995f9d400e83,,,,133.4,135.8903
Bowl,G�ran Hongell,2720,"Finnish, 1902�1973",Finnish,1902-01-01T00:00:00Z,1973-01-01T00:00:00Z,Male,1930s,Crystal,"3 5/8 x 7 3/8"" (9.2 x 18.7 cm)",Gift of Finland Ceramics & Glass Corp.,109.1948,Design,Architecture & Design,17/03/1948,Y,2150,http://www.moma.org/collection/works/2150,http://www.moma.org/media/W1siZiIsIjIyNzk2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a15480082f01b8c5,,18.7325,9.2,,
